,MRSP,Drivetrain,Passenger Capacity,Passenger Doors,Transmission,"Fuel Tank Capacity, Approx (gal)",Engine Type,Brake Type,Brake ABS System,Spare Wheel Material,Front Wheel Material,Rear Wheel Material,Suspension Type - Front,Suspension Type - Rear,Child Safety Rear Door Locks,Daytime Running Lights,Traction Control,Rollover Protection Bars,Fog Lamps,Parking Aid,Tire Pressure Monitor,Back-Up Camera,Stability Control,Basic Miles/km,Basic Years,Corrosion Miles/km,Corrosion Years,Drivetrain Miles/km,Drivetrain Years,Roadside Assistance Miles/km,Roadside Assistance Years,City Mileage,Highway Mileage,Engine Fuel Type,Engine Displacement,Gears,torque,Horsepower,Year,Make,Main Make
5639,22225.0,0,5,4,1,15.6,109,0,0,4,1,1,62,34,1,1,1,0,0,1,1,0,1,3,1,0,6,0,4,0,4,24.0,36.0,108,1.4,6,148.0,138.0,2011,527,0
5640,20925.0,0,5,4,1,15.6,109,0,0,4,1,1,62,34,1,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,24.0,36.0,108,1.4,6,148.0,138.0,2011,527,0
5641,18425.0,0,5,4,1,15.6,109,0,0,4,5,5,62,34,1,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,24.0,36.0,108,1.4,6,148.0,138.0,2011,527,0
5642,16525.0,0,5,4,0,15.6,19,0,0,4,5,5,62,34,1,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,26.0,36.0,34,1.8,6,123.0,136.0,2011,527,0
5643,16220.0,0,4,4,0,9.0,19,0,0,5,1,1,62,34,0,1,1,0,1,0,1,1,1,3,1,0,6,4,4,6,4,29.0,37.0,34,1.4,5,94.0,98.0,2019,2104,0
5644,15120.0,0,4,4,0,9.0,19,0,0,5,1,1,62,34,0,1,1,0,0,0,1,1,1,3,1,0,6,4,4,6,4,29.0,38.0,34,1.4,5,94.0,98.0,2019,2104,0
5645,13220.0,0,4,4,0,9.0,19,0,0,5,5,5,62,34,0,1,1,0,0,0,1,1,1,3,1,0,6,4,4,6,4,29.0,38.0,34,1.4,5,94.0,98.0,2019,2104,0
5646,16120.0,0,4,4,0,9.2,19,0,0,5,1,1,62,34,0,1,1,0,1,0,1,1,1,3,1,0,6,4,4,6,4,29.0,38.0,34,1.4,5,94.0,98.0,2018,1795,0
5647,14875.0,0,4,4,0,9.2,19,0,0,5,1,1,62,34,0,1,1,0,1,0,1,1,1,3,1,0,6,4,4,6,4,29.0,39.0,34,1.4,5,94.0,98.0,2018,1795,0
5648,13050.0,0,4,4,0,9.2,19,0,0,5,5,5,62,34,0,1,1,0,0,0,1,1,1,3,1,0,6,4,4,6,4,29.0,39.0,34,1.4,5,94.0,98.0,2018,1795,0
5651,12270.0,0,4,4,0,9.2,19,0,0,4,1,1,62,34,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,31.0,39.0,34,1.2,5,83.0,84.0,2015,1296,0
5655,12185.0,0,4,4,0,9.2,19,0,0,4,1,1,62,34,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,32.0,38.0,34,1.2,5,83.0,84.0,2013,898,0
5656,14710.0,0,4,4,1,9.2,19,0,0,4,1,1,62,34,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,28.0,37.0,34,1.2,4,83.0,84.0,2013,898,0
5657,48000.0,1,9,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,15.0,22.0,20,5.3,6,383.0,355.0,2019,2106,0
5658,65700.0,2,7,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,1,1,1,1,1,3,1,0,6,4,4,6,4,15.0,21.0,20,5.3,6,383.0,355.0,2019,2106,0
5659,56000.0,2,8,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,15.0,21.0,20,5.3,6,383.0,355.0,2019,2106,0
5660,51000.0,2,9,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,15.0,21.0,20,5.3,6,383.0,355.0,2019,2106,0
5661,62700.0,1,7,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,1,1,1,1,1,3,1,0,6,4,4,6,4,15.0,22.0,20,5.3,6,383.0,355.0,2019,2106,0
5662,53000.0,1,8,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,15.0,22.0,20,5.3,6,383.0,355.0,2019,2106,0
5663,47500.0,1,8,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,23.0,20,5.3,6,383.0,355.0,2018,1797,0
5664,65200.0,2,7,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,1,1,1,1,1,3,1,0,6,4,4,6,4,16.0,22.0,20,5.3,6,383.0,355.0,2018,1797,0
5665,55600.0,2,8,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,22.0,20,5.3,6,383.0,355.0,2018,1797,0
5666,50500.0,2,8,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,22.0,20,5.3,6,383.0,355.0,2018,1797,0
5667,62200.0,1,7,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,1,1,1,1,1,3,1,0,6,4,4,6,4,16.0,23.0,20,5.3,6,383.0,355.0,2018,1797,0
5668,52600.0,1,8,4,1,26.0,42,0,0,5,1,1,42,100,1,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,23.0,20,5.3,6,383.0,355.0,2018,1797,0
5669,47000.0,1,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,23.0,20,5.3,6,383.0,355.0,2016,1533,0
5670,64740.0,2,7,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,1,1,1,1,1,3,1,0,6,4,4,6,4,16.0,22.0,20,5.3,6,383.0,355.0,2016,1533,0
5671,55030.0,2,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,22.0,20,5.3,6,383.0,355.0,2016,1533,0
5672,50000.0,2,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,22.0,20,5.3,6,383.0,355.0,2016,1533,0
5673,61740.0,1,7,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,1,1,1,1,1,3,1,0,6,4,4,6,4,16.0,23.0,20,5.3,6,383.0,355.0,2016,1533,0
5674,52030.0,1,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,4,4,6,4,16.0,23.0,20,5.3,6,383.0,355.0,2016,1533,0
5675,46300.0,1,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,16.0,23.0,20,5.3,6,383.0,355.0,2015,1298,0
5676,64085.0,2,7,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,16.0,22.0,20,5.3,6,383.0,355.0,2015,1298,0
5677,54505.0,2,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,16.0,22.0,20,5.3,6,383.0,355.0,2015,1298,0
5678,49300.0,2,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,16.0,22.0,20,5.3,6,383.0,355.0,2015,1298,0
5679,61085.0,1,7,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,16.0,23.0,20,5.3,6,383.0,355.0,2015,1298,0
5680,51505.0,1,8,4,1,26.0,42,0,0,5,1,1,42,100,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,16.0,23.0,20,5.3,6,383.0,355.0,2015,1298,0
5681,43600.0,1,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2014,1094,0
5682,59360.0,2,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2014,1094,0
5683,50490.0,2,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2014,1094,0
5684,46600.0,2,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2014,1094,0
5685,56255.0,1,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2014,1094,0
5686,47640.0,1,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2014,1094,0
5688,57725.0,2,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2013,900,0
5689,48405.0,2,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2013,900,0
5690,44465.0,2,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2013,900,0
5692,54620.0,1,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2013,900,0
5693,45555.0,1,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2013,900,0
5694,40405.0,1,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2013,900,0
5696,56075.0,2,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2012,714,0
5697,46755.0,2,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2012,714,0
5698,42815.0,2,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2012,714,0
5700,52970.0,1,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2012,714,0
5701,43905.0,1,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2012,714,0
5702,38755.0,1,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2012,714,0
5704,54570.0,2,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2011,534,0
5705,45680.0,2,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2011,534,0
5706,42040.0,2,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2011,534,0
5708,51465.0,1,7,4,1,26.0,42,0,0,5,3,3,42,19,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2011,534,0
5709,42830.0,1,8,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2011,534,0
5710,37980.0,1,9,4,1,26.0,42,0,0,5,1,1,42,19,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2011,534,0
5712,53615.0,2,8,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2010,367,0
5713,44980.0,2,8,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2010,367,0
5714,41340.0,2,9,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2010,367,0
5716,50765.0,1,8,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,1,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2010,367,0
5717,42130.0,1,8,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2010,367,0
5718,37280.0,1,9,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,21.0,20,5.3,6,335.0,320.0,2010,367,0
5719,50455.0,1,8,4,1,24.0,39,0,0,6,1,1,16,32,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,21.0,22.0,17,6.0,4,367.0,332.0,2009,206,0
5720,51400.0,2,7,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,20,5.3,6,340.0,320.0,2009,206,0
5721,44690.0,2,8,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,20,5.3,6,340.0,320.0,2009,206,0
5722,42165.0,2,8,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,0,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,20,5.3,6,340.0,320.0,2009,206,0
5723,41025.0,2,9,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,20,5.3,6,340.0,320.0,2009,206,0
5724,53260.0,2,8,4,1,24.0,39,0,0,6,1,1,16,32,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,20.0,20.0,17,6.0,4,367.0,332.0,2009,206,0
5725,48550.0,1,7,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,44,5.3,6,340.0,320.0,2009,206,0
5726,42040.0,1,8,4,1,26.0,42,0,0,1,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,20,5.3,6,3350.0,310.0,2009,206,0
5727,39515.0,1,8,4,1,26.0,42,0,0,1,1,1,16,32,0,1,1,0,1,0,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,20,5.3,6,3350.0,310.0,2009,206,0
5728,36965.0,1,9,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,44,4.8,4,305.0,295.0,2009,206,0
5729,49590.0,1,8,4,1,26.0,39,0,0,6,1,1,16,32,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,21.0,22.0,17,6.0,4,367.0,332.0,2008,53,0
5730,39560.0,2,7,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,19.0,20,5.3,6,340.0,320.0,2008,53,0
5731,39560.0,2,5,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,19.0,20,5.3,4,340.0,320.0,2008,53,0
5732,39560.0,2,5,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,19.0,20,5.3,4,340.0,320.0,2008,53,0
5733,39560.0,2,5,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,0,1,0,1,3,1,0,6,0,4,0,4,14.0,19.0,20,5.3,4,340.0,320.0,2008,53,0
5734,38490.0,2,6,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,14.0,19.0,20,5.3,4,340.0,320.0,2008,53,0
5735,52395.0,2,8,4,1,26.0,39,0,0,6,1,1,16,32,0,1,1,0,0,1,1,1,1,3,1,0,6,0,4,0,4,20.0,20.0,17,6.0,4,367.0,332.0,2008,53,0
5736,36710.0,1,7,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,44,5.3,6,340.0,320.0,2008,53,0
5737,36710.0,1,5,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,44,5.3,4,340.0,320.0,2008,53,0
5738,36710.0,1,5,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,44,5.3,4,340.0,320.0,2008,53,0
5739,36710.0,1,5,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,1,0,1,0,1,3,1,0,6,0,4,0,4,14.0,20.0,44,5.3,4,340.0,320.0,2008,53,0
5740,34630.0,1,6,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,14.0,19.0,44,4.8,4,305.0,295.0,2008,53,0
5741,33980.0,1,6,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,20.0,44,4.8,4,305.0,295.0,2007,2986,0
5742,38545.0,2,7,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,15.0,20.0,20,5.3,4,340.0,320.0,2007,2986,0
5743,38545.0,2,5,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,1,0,1,0,1,3,1,0,6,0,4,0,4,15.0,20.0,20,5.3,4,340.0,320.0,2007,2986,0
5744,37780.0,2,6,4,1,26.0,42,0,0,5,1,1,16,32,0,1,1,0,0,0,1,0,1,3,1,0,6,0,4,0,4,15.0,20.0,20,5.3,4,340.0,320.0,2007,2986,0
5745,35750.0,1,7,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,1,1,1,0,1,3,1,0,6,0,4,0,4,16.0,22.0,44,5.3,4,340.0,320.0,2007,2986,0
5746,35750.0,1,5,4,1,26.0,29,0,0,5,1,1,16,32,0,1,1,0,1,0,1,0,1,3,1,0,6,0,4,0,4,16.0,22.0,44,5.3,4,340.0,320.0,2007,2986,0
5747,35815.0,1,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,16.0,20.0,44,4.8,4,295.0,285.0,2006,2857,0
5748,39415.0,2,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,19.0,44,5.3,4,335.0,295.0,2006,2857,0
5749,39415.0,2,8,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,19.0,44,5.3,4,335.0,295.0,2006,2857,0
5750,37615.0,2,6,4,1,26.0,29,0,0,5,5,5,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,19.0,44,5.3,4,335.0,295.0,2006,2857,0
5751,39415.0,2,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,19.0,44,5.3,4,335.0,295.0,2006,2857,0
5752,35815.0,1,5,4,1,26.0,42,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,20.0,20,5.3,4,335.0,295.0,2006,2857,0
5753,35815.0,1,8,4,1,26.0,42,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,20.0,20,5.3,4,335.0,295.0,2006,2857,0
5754,34015.0,1,6,4,1,26.0,29,0,0,5,5,5,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,16.0,20.0,44,4.8,4,295.0,285.0,2006,2857,0
5755,38290.0,2,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,16.0,20.0,44,4.8,4,295.0,285.0,2005,2727,0
5756,35915.0,1,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,20.0,44,5.3,4,335.0,295.0,2005,2727,0
5757,35915.0,1,8,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,20.0,44,5.3,4,335.0,295.0,2005,2727,0
5758,35915.0,1,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,16.0,20.0,44,4.8,4,295.0,285.0,2005,2727,0
5759,39515.0,2,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,19.0,44,5.3,4,335.0,295.0,2005,2727,0
5760,39515.0,2,8,4,1,26.0,29,0,0,5,1,1,103,30,0,1,1,0,1,0,1,0,1,3,1,0,6,2,2,3,2,15.0,19.0,44,5.3,4,335.0,295.0,2005,2727,0
5761,37550.0,2,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,1,0,0,3,1,0,6,2,2,3,2,15.0,19.0,44,4.8,4,295.0,285.0,2004,2606,0
5762,34750.0,1,8,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,1,0,0,3,1,0,6,2,2,3,2,14.0,19.0,44,5.3,4,330.0,295.0,2004,2606,0
5763,34750.0,1,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,1,0,0,3,1,0,6,2,2,3,2,16.0,19.0,44,4.8,4,295.0,285.0,2004,2606,0
5764,37550.0,2,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,1,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,330.0,295.0,2004,2606,0
5765,37550.0,2,8,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,1,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,330.0,295.0,2004,2606,0
5766,37000.0,2,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,4.8,4,290.0,275.0,2003,2494,0
5767,34200.0,1,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,325.0,285.0,2003,2494,0
5768,34200.0,1,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,4.8,4,290.0,275.0,2003,2494,0
5769,37000.0,2,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,325.0,285.0,2003,2494,0
5770,37000.0,2,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,325.0,285.0,2003,2494,0
5771,35720.0,2,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,17.0,44,4.8,4,290.0,275.0,2002,2399,0
5772,32954.0,1,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,15.0,19.0,44,5.3,4,325.0,285.0,2002,2399,0
5773,32954.0,1,6,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,15.0,19.0,44,4.8,4,290.0,275.0,2002,2399,0
5774,35720.0,2,5,4,1,26.0,29,0,0,1,1,1,103,30,0,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,17.0,44,5.3,4,325.0,285.0,2002,2399,0
5775,35720.0,2,5,4,1,26.0,29,0,0,5,1,1,103,30,0,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,17.0,44,5.3,4,325.0,285.0,2002,2399,0
5776,27857.0,2,6,4,1,26.0,29,0,0,5,5,5,103,30,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,17.0,44,4.8,4,290.0,275.0,2001,2308,0
5777,24941.0,1,5,4,1,26.0,29,0,0,1,1,1,103,30,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,325.0,285.0,2001,2308,0
5778,24941.0,1,6,4,1,26.0,29,0,0,1,1,1,103,30,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,325.0,285.0,2001,2308,0
5779,24941.0,1,6,4,1,26.0,29,0,0,5,5,5,103,30,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,15.0,20.0,44,4.8,4,290.0,275.0,2001,2308,0
5780,27857.0,2,5,4,1,26.0,29,0,0,1,1,1,103,30,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,17.0,44,5.3,4,325.0,285.0,2001,2308,0
5781,27857.0,2,6,4,1,26.0,29,0,0,1,1,1,103,30,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,17.0,44,5.3,4,325.0,285.0,2001,2308,0
5782,27845.0,2,6,4,1,26.0,29,0,0,5,5,5,55,103,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,4.8,4,290.0,275.0,2000,1458,0
5783,24929.0,1,5,4,1,26.0,29,0,0,1,1,1,55,103,1,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,325.0,285.0,2000,1458,0
5784,24929.0,1,6,4,1,26.0,29,0,0,1,1,1,55,103,1,1,0,0,0,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.3,4,325.0,285.0,2000,1458,0
5785,33929.0,1,5,4,1,30.0,29,0,0,5,1,1,40,1,1,1,0,0,1,0,0,0,0,3,1,0,6,2,2,3,2,14.0,18.0,44,5.7,4,330.0,255.0,2000,1458,0
